CO2 emissions from liquid fuel consumption (kt),Niger,NER,370.367,341.031,366.7,425.372,447.374,1342.122,1646.483,1631.815,0
CO2 emissions from liquid fuel consumption (kt),Chad,TCD,377.701,407.037,436.373,462.042,487.711,850.744,902.082,916.75,0
CO2 emissions from liquid fuel consumption (kt),Bangladesh,BGD,5342.819,5896.536,7168.985,8258.084,7693.366,14891.687,15797.436,15449.071,0
CO2 emissions from liquid fuel consumption (kt),Haiti,HTI,876.413,183.35,1019.426,1232.112,1342.122,2163.53,2709.913,2878.595,0
CO2 emissions from liquid fuel consumption (% of total),Sri Lanka,LKA,95.59028646,87.63939341,78.86681818,85.77628339,89.04133577,77.91557932,74.44426705,75.17935249,0
CO2 emissions from liquid fuel consumption (% of total),United Kingdom,GBR,36.70952289,39.34324773,36.98172126,36.84949812,36.58145854,35.22857412,38.90104929,44.29163821,0
CO2 emissions from liquid fuel consumption (% of total),Ireland,IRL,41.72099677,46.77625646,46.87008862,51.64334626,51.47738386,45.22962803,47.24292546,48.27443038,0
CO2 emissions from liquid fuel consumption (% of total),Iceland,ISL,86.87969231,81.93727273,84.80947137,83.40293023,77.12210762,77.87446237,80.674,81.48888889,0
CO2 emissions from liquid fuel consumption (% of total),Australia,AUS,31.41155539,31.46827359,31.32598919,26.6110987,26.85446238,31.75842341,32.49619498,30.96932206,0
CO2 emissions from liquid fuel consumption (% of total),New Zealand,NZL,43.16244733,50.50431631,56.37113725,56.60109729,55.41520678,56.56871603,57.84839572,62.47307248,0
CO2 emissions from liquid fuel consumption (% of total),Niger,NER,61.72783333,58.79844828,57.296875,60.76742857,66.77223881,71.01174603,83.15570707,82.83324873,0
CO2 emissions from liquid fuel consumption (% of total),Chad,TCD,96.84641026,96.91357143,96.97177778,98.30680851,95.62960784,95.58921348,95.96617021,89.87745098,0
CO2 emissions from liquid fuel consumption (% of total),Bangladesh,BGD,46.37863715,43.54901034,42.62178954,42.89913766,35.53517783,25.67974996,24.76087147,20.95073366,0
CO2 emissions from liquid fuel consumption (% of total),Haiti,HTI,85.92284314,96.5,96.17226415,94.05435115,91.30081633,86.5412,88.55924837,84.66455882,0
CO2 emissions (metric tons per capita),Sri Lanka,LKA,0.221635184,0.318881886,0.455156967,0.46378604,0.582076331,0.824969419,0.847049783,1.034287615,1.00092296
CO2 emissions (metric tons per capita),United Kingdom,GBR,9.812990193,9.248649611,9.377833976,8.993429855,9.014558285,7.343460282,6.43320778,5.804004752,5.427748177
CO2 emissions (metric tons per capita),Ireland,IRL,8.810537585,9.141078424,9.572482275,10.34827522,11.17688705,8.072558903,7.628162753,8.163462657,7.737323783
CO2 emissions (metric tons per capita),Iceland,ISL,7.65228038,7.856522605,8.441297654,7.84536959,7.930157714,5.799523611,6.261721492,4.859303764,4.819673475
CO2 emissions (metric tons per capita),Australia,AUS,15.44848844,15.69196304,16.42783027,17.5629309,17.7230721,17.02204223,15.83042152,15.91465712,15.49352925
CO2 emissions (metric tons per capita),New Zealand,NZL,6.700102108,6.693370166,6.808681672,7.124508519,7.634082484,7.284317645,7.078489829,6.616321362,6.603273193
CO2 emissions (metric tons per capita),Niger,NER,0.07101395,0.059989206,0.062076405,0.063532883,0.059126893,0.106208361,0.11174531,0.101497009,0.086887436
CO2 emissions (metric tons per capita),Chad,TCD,0.065400579,0.063411943,0.062060628,0.060488648,0.034707038,0.145485857,0.165403428,0.151768434,0.141493648
CO2 emissions (metric tons per capita),Bangladesh,BGD,0.111658248,0.120101811,0.143051512,0.156908688,0.169593942,0.384025166,0.413092687,0.470827565,0.517113005
CO2 emissions (metric tons per capita),Haiti,HTI,0.144929287,0.024992377,0.134393061,0.160250921,0.173680812,0.236076333,0.286282868,0.309963776,0.295778642
CO2 emissions (kg per PPP $ of GDP),Sri Lanka,LKA,0.096186182,0.106048145,0.134955654,0.121282476,0.134281338,0.079976249,0.075247456,0.084609732,0.076014335
CO2 emissions (kg per PPP $ of GDP),United Kingdom,GBR,0.574376391,0.468344622,0.426868058,0.37973375,0.340529326,0.190669764,0.15471656,0.130031719,0.114091869
CO2 emissions (kg per PPP $ of GDP),Ireland,IRL,0.64143225,0.537627208,0.467509965,0.412404886,0.370026282,0.174122175,0.149284178,0.114176537,0.091505715
CO2 emissions (kg per PPP $ of GDP),Iceland,ISL,0,0,0.340802109,0.273156868,0.266299503,0.138069275,0.136133351,0.0908614,0.084243383
CO2 emissions (kg per PPP $ of GDP),Australia,AUS,0.889525541,0.780925688,0.746417205,0.725422112,0.672779125,0.397370792,0.337673192,0.336780314,0.308825598
CO2 emissions (kg per PPP $ of GDP),New Zealand,NZL,0.450760352,0.391440999,0.368631615,0.368240836,0.354847446,0.220813114,0.18980565,0.165683174,0.155295297
CO2 emissions (kg per PPP $ of GDP),Niger,NER,0.093080403,0.078288674,0.081431906,0.077872718,0.076175166,0.091664107,0.097806267,0.088002702,0.070693063
CO2 emissions (kg per PPP $ of GDP),Chad,TCD,0.093749358,0.085917569,0.083576443,0.075095252,0.045385679,0.084057294,0.098625235,0.091178905,0.087667557
CO2 emissions (kg per PPP $ of GDP),Bangladesh,BGD,0.13142932,0.117710216,0.12808109,0.129583692,0.127510833,0.13072624,0.122650178,0.102115879,0.097166256
CO2 emissions (kg per PPP $ of GDP),Haiti,HTI,0.06757806,0.014173798,0.066456376,0.07607674,0.079453866,0.085459344,0.09653849,0.100505958,0.091263667
CO2 emissions (kg per 2017 PPP $ of GDP),Sri Lanka,LKA,0.057147371,0.069657392,0.092161099,0.085200219,0.097828448,0.077010719,0.074119862,0.084174151,0.077830326
CO2 emissions (kg per 2017 PPP $ of GDP),United Kingdom,GBR,0.314345441,0.283371999,0.275015306,0.245055787,0.231646217,0.171758606,0.14541888,0.126966776,0.115845834
CO2 emissions (kg per 2017 PPP $ of GDP),Ireland,IRL,0.333262666,0.308814788,0.278320598,0.254351781,0.232866454,0.152181344,0.132275488,0.113145643,0.092412037
CO2 emissions (kg per 2017 PPP $ of GDP),Iceland,ISL,0,0,0.241081907,0.201073419,0.190947723,0.11972529,0.124115549,0.088891171,0.084826232
CO2 emissions (kg per 2017 PPP $ of GDP),Australia,AUS,0.498074593,0.489257319,0.487111754,0.489542356,0.463742933,0.367242813,0.335156846,0.330755816,0.316006768
CO2 emissions (kg per 2017 PPP $ of GDP),New Zealand,NZL,0.239016224,0.232128776,0.224344635,0.233291359,0.232941135,0.187834035,0.175413754,0.15896843,0.154058659
CO2 emissions (kg per 2017 PPP $ of GDP),Niger,NER,0.063173172,0.058742703,0.063524612,0.062491198,0.063394819,0.097909154,0.099170013,0.08816809,0.072381928
CO2 emissions (kg per 2017 PPP $ of GDP),Chad,TCD,0.065153936,0.066013824,0.066761982,0.061708347,0.038677386,0.082419142,0.088627999,0.089960649,0.089761944
CO2 emissions (kg per 2017 PPP $ of GDP),Bangladesh,BGD,0.062134257,0.061522442,0.069598016,0.07243497,0.073918282,0.101488605,0.099350819,0.101436537,0.099487568
CO2 emissions (kg per 2017 PPP $ of GDP),Haiti,HTI,0.040924175,0.00948945,0.046257681,0.054473489,0.05900043,0.079380897,0.093347516,0.09945932,0.093443966
CO2 emissions from solid fuel consumption (kt),Sri Lanka,LKA,3.667,7.334,3.667,3.667,3.667,1921.508,3883.353,5529.836,0
CO2 emissions from solid fuel consumption (kt),United Kingdom,GBR,236125.464,185799.556,165026.001,145836.59,137380.488,145642.239,114509.409,45012.425,0
CO2 emissions from solid fuel consumption (kt),Ireland,IRL,13179.198,11444.707,11474.043,11166.015,10113.586,9002.485,7686.032,8060.066,0
CO2 emissions from solid fuel consumption (kt),Iceland,ISL,242.022,256.69,242.022,249.356,370.367,352.032,330.03,374.034,0
CO2 emissions from solid fuel consumption (kt),Australia,AUS,143001.999,151150.073,166089.431,185403.52,189976.269,195443.766,163449.191,172598.356,0
CO2 emissions from solid fuel consumption (kt),New Zealand,NZL,4569.082,4602.085,3652.332,4407.734,4433.403,6439.252,5507.834,4532.412,0
CO2 emissions from solid fuel consumption (kt),Niger,NER,223.687,227.354,264.024,264.024,227.354,385.035,399.703,359.366,0
CO2 emissions from solid fuel consumption (kt),Chad,TCD,0,0,0,0,0,0,0,0,0
CO2 emissions from solid fuel consumption (kt),Bangladesh,BGD,1070.764,99.009,678.395,352.032,1254.114,3424.978,3509.319,6226.566,0
CO2 emissions from solid fuel consumption (kt),Haiti,HTI,33.003,0,0,0,0,0,0,0,0
CO2 emissions from solid fuel consumption (% of total),Sri Lanka,LKA,0.095494792,0.127105719,0.043863636,0.042590012,0.033549863,11.41715983,22.06450568,25.21585043,0
CO2 emissions from solid fuel consumption (% of total),United Kingdom,GBR,42.41597011,34.70359103,30.29890225,27.77681085,25.91497925,31.18143337,27.60260552,11.88007733,0
CO2 emissions from solid fuel consumption (% of total),Ireland,IRL,42.51354194,34.77577332,32.80172384,28.87513576,23.72967152,24.26545822,21.62034318,20.82166365,0
CO2 emissions from solid fuel consumption (% of total),Iceland,ISL,12.41138462,12.28181818,10.66176211,11.59795349,16.60838565,18.92645161,16.09902439,18.06927536,0
CO2 emissions from solid fuel consumption (% of total),Australia,AUS,54.24962026,54.23980802,55.43891018,56.58411768,56.07162392,50.66328797,44.18978885,44.95217106,0
CO2 emissions from solid fuel consumption (% of total),New Zealand,NZL,20.47997311,18.95422158,14.32287059,16.12192392,15.02848475,20.11637613,17.32568103,14.53627967,0
CO2 emissions from solid fuel consumption (% of total),Niger,NER,37.28116667,39.19896552,41.25375,37.71771429,33.93343284,20.37222222,20.1870202,18.24192893,0
CO2 emissions from solid fuel consumption (% of total),Chad,TCD,0,0,0,0,0,0,0,0,0
CO2 emissions from solid fuel consumption (% of total),Bangladesh,BGD,9.294826389,0.731233383,4.033263971,1.828737662,5.792674365,5.906152785,5.5005,8.443946298,0
CO2 emissions from solid fuel consumption (% of total),Haiti,HTI,3.235588235,0,0,0,0,0,0,0,0
